Event,Date,Time,Venue,City,State,Genre,Sub-Genre,Segment,Performer,Min Price,Max Price,Sales Status,On-Sale Date,Promoter,Ticket URL
Hamilton (Touring),2025-03-12,19:30:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),59.0,269.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-12-2025/event/3A00615DB7C42DA3
Hamilton (UK),2025-03-12,19:30:00,Alhambra Theatre,Bradford,Unknown,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2025-01-20T14:48:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/1GZ8N-hamilton/#perf=1GZ8N-1G&date=2025-03-12&time=7.30PM
Hamilton (UK),2025-03-12,14:00:00,Alhambra Theatre,Bradford,Unknown,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2025-01-20T14:47:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/1GZ8N-hamilton/#perf=1GZ8N-1F&date=2025-03-12&time=2.00PM
Hamilton (NY),2025-03-12,13:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-12-2025/event/Z1r9uZrrZbpZ1Ave_3_
Hamilton (NY),2025-03-12,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-12-2025/event/Z1r9uZrrZbpZ1Ave_oO
Harry Potter and the Cursed Child,2025-03-12,13:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-6
Harry Potter and the Cursed Child,2025-03-12,19:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-F
Hamilton (Touring),2025-03-12,19:30:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbO9
Hamilton,2025-03-12,13:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7okx9
Hamilton,2025-03-12,19:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7okxp
Utah Hockey Club vs. Anaheim Ducks,2025-03-12,19:00:00,Delta Center,Salt Lake City,Utah,Hockey,NHL,Sports,Utah Hockey Club,48.0,389.0,onsale,2024-07-02T16:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7u7GZ
Ottawa Senators vs. Boston Bruins,2025-03-13,19:00:00,Canadian Tire Centre,Kanata,Ontario,Hockey,NHL,Sports,Ottawa Senators,36.9,261.9,onsale,2024-11-13T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.ca/ottawa-senators-vs-boston-bruins-kanata-ontario-03-13-2025/event/31006107F9DB510D
Hamilton (Touring),2025-03-13,19:30:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),59.0,269.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-13-2025/event/3A00615DB7C72DCD
Hamilton (UK),2025-03-13,19:30:00,Alhambra Theatre,Bradford,Unknown,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2025-01-20T14:49:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/1GZ8N-hamilton/#perf=1GZ8N-1H&date=2025-03-13&time=7.30PM
Hamilton (NY),2025-03-13,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-13-2025/event/Z1r9uZrrZbpZ1Ave_o-
Harry Potter and the Cursed Child,2025-03-13,19:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-a
Detroit Tigers vs. New York Yankees,2025-03-13,13:05:00,Joker Marchant Stadium,Lakeland,Florida,Baseball,MLB,Sports,Detroit Tigers,48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7Cfb4
Hamilton (Touring),2025-03-13,19:30:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbOK
Hamilton,2025-03-13,19:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7okxb
Harry Potter and the Cursed Child - Parts 1 & 2 Fri 14:00 & 19:00,2025-03-14,14:00:00,Palace Theatre,London,Unknown,Theatre,Drama,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,2024-07-18T11:00:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/17YYA-harry-potter-and-the-cursed-child/#perf=17YYA-64F&date=2025-03-14&time=2.00PM
Eagles Live at the Sphere - Suite Reservation,2025-03-14,20:30:00,Sphere,Las Vegas,Nevada,Rock,Pop,Music,Eagles,48.0,389.0,onsale,2024-11-03T18:00:00Z,PROMOTED BY VENUE,https://fevo-enterprise.com/event/EaglesSphere011134
Eagles Live at Sphere,2025-03-14,20:30:00,Sphere,Las Vegas,Nevada,Rock,Pop,Music,Eagles,127.5,318.5,onsale,2024-10-25T17:00:00Z,LIVE NATION MUSIC,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-03-14-2025/event/17006130497985C4
Hamilton (Touring),2025-03-14,19:30:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),69.0,299.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-14-2025/event/3A00615DB7C92DEA
Hamilton (UK),2025-03-14,19:30:00,Alhambra Theatre,Bradford,Unknown,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2025-01-20T14:50:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/1GZ8N-hamilton/#perf=1GZ8N-1I&date=2025-03-14&time=7.30PM
Hamilton (NY),2025-03-14,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-14-2025/event/Z1r9uZrrZbpZ1Ave_fI
Harry Potter and the Cursed Child,2025-03-14,19:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-8
Utah Jazz vs. Toronto Raptors,2025-03-14,19:30:00,Delta Center,Salt Lake City,Utah,Basketball,NBA,Sports,Utah Jazz,48.0,389.0,onsale,2024-08-15T19:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7CK7J
Hamilton (Touring),2025-03-14,19:30:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbOf
Hamilton,2025-03-14,19:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7okx_
New York Yankees vs. Cleveland Guardians,2025-06-04,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,10.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-cleveland-guardians-bronx-new-york-06-04-2025/event/1D00611CAB144DE0
Pinstripe Pass * New York Yankees v. Kansas City Royals,2025-04-15,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,15.0,15.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/pinstripe-pass-new-york-yankees-v-bronx-new-york-04-15-2025/event/1D00611CCE245ACB
Eagles Live at Sphere,2025-03-15,20:30:00,Sphere,Las Vegas,Nevada,Rock,Pop,Music,Eagles,127.5,318.5,onsale,2024-10-25T17:00:00Z,LIVE NATION MUSIC,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-03-15-2025/event/17006130497E85C6
Vancouver Canucks vs. Chicago Blackhawks,2025-03-15,19:00:00,Rogers Arena,Vancouver,British Columbia,Hockey,NHL,Sports,Vancouver Canucks,133.0,761.0,onsale,2024-07-24T17:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.ca/vancouver-canucks-vs-chicago-blackhawks-vancouver-british-columbia-03-15-2025/event/110060EF92DC11AB
Harry Potter and the Cursed Child - Parts 1 & 2 Sat 14:00 & 19:00,2025-03-15,14:00:00,Palace Theatre,London,Unknown,Theatre,Drama,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,2024-07-18T11:00:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/17YYA-harry-potter-and-the-cursed-child/#perf=17YYA-64H&date=2025-03-15&time=2.00PM
Eagles Live at the Sphere - Suite Reservation,2025-03-15,20:30:00,Sphere,Las Vegas,Nevada,Rock,Pop,Music,Eagles,48.0,389.0,onsale,2024-11-03T18:00:00Z,PROMOTED BY VENUE,https://fevo-enterprise.com/event/EaglesSphere011135
Hamilton (Touring),2025-03-15,14:00:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),69.0,299.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-15-2025/event/3A00615DB7CC2E10
Hamilton (Touring),2025-03-15,20:00:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),69.0,299.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-15-2025/event/3A00615DB7CE2E14
Hamilton (UK),2025-03-15,14:30:00,Alhambra Theatre,Bradford,Unknown,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2025-01-20T14:51:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/1GZ8N-hamilton/#perf=1GZ8N-1J&date=2025-03-15&time=2.30PM
Hamilton (UK),2025-03-15,19:30:00,Alhambra Theatre,Bradford,Unknown,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2025-01-20T14:52:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/1GZ8N-hamilton/#perf=1GZ8N-1K&date=2025-03-15&time=7.30PM
Hamilton (NY),2025-03-15,13:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-15-2025/event/Z1r9uZrrZbpZ1Ave_4P
Hamilton (NY),2025-03-15,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-15-2025/event/Z1r9uZrrZbpZ1Ave_ft
Harry Potter and the Cursed Child,2025-03-15,20:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-3
Harry Potter and the Cursed Child,2025-03-15,14:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-o
Tampa Bay Rays vs. New York Yankees,2025-03-15,13:05:00,Charlotte Sports Park,Port Charlotte,Florida,Baseball,MLB,Sports,Tampa Bay Rays,48.0,389.0,onsale,1900-01-01T06:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7CK_M
Hamilton (Touring),2025-03-15,14:00:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbO4
Hamilton (Touring),2025-03-15,20:00:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbOO
Hamilton,2025-03-15,19:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7ok0Z
Hamilton,2025-03-15,13:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7ok0v
An Evening of Icons The Commodores and The Spinners,2025-03-15,19:00:00,Jackpot Junction Casino Hotel,Morton,Minnesota,R&B,R&B,Music,Commodores,55.0,85.0,onsale,2025-01-24T16:00:00Z,Not Listed,https://www.ticketmaster.com/an-evening-of-icons-the-commodores-morton-minnesota-03-15-2025/event/06006231C6F06812
Tucson Roadrunners vs. San Jose Barracuda,2025-03-16,16:00:00,Tucson Arena,Tucson,Arizona,Hockey,AHL,Sports,Tucson Roadrunners,25.0,88.0,onsale,2024-09-11T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/tucson-roadrunners-vs-san-jose-barracuda-tucson-arizona-03-16-2025/event/190060FAB9DD3ABA
Harry Potter and the Cursed Child - Parts 1 & 2 Sun 13:00 & 18:00,2025-03-16,13:00:00,Palace Theatre,London,Unknown,Theatre,Drama,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,2024-07-18T11:00:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/17YYA-harry-potter-and-the-cursed-child/#perf=17YYA-64J&date=2025-03-16&time=1.00PM
V-U2 An Immersive Concert Film at Sphere Las Vegas,2025-03-16,19:00:00,Sphere,Las Vegas,Nevada,Spectacular,Spectacular,Arts & Theatre,V-U2 An Immersive Concert Film at Sphere Las Vegas,79.0,188.0,offsale,,PROMOTED BY VENUE,https://www.ticketmaster.com/vu2-an-immersive-concert-film-at-las-vegas-nevada-03-16-2025/event/1700616B0FFD33B8
Hamilton (Touring),2025-03-16,13:00:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),69.0,299.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-16-2025/event/3A00615DB7D12E1B
Hamilton (Touring),2025-03-16,19:00:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),59.0,269.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-16-2025/event/3A00615DB7D32E20
Hamilton (NY),2025-03-16,13:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-16-2025/event/Z1r9uZrrZbpZ1Ave_4J
Harry Potter and the Cursed Child,2025-03-16,14:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-K
Tampa Bay Rays vs. New York Yankees,2025-03-16,13:05:00,Charlotte Sports Park,Port Charlotte,Florida,Baseball,MLB,Sports,Tampa Bay Rays,48.0,389.0,onsale,1900-01-01T06:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7CK_S
Hamilton (Touring),2025-03-16,19:00:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbOI
Hamilton (Touring),2025-03-16,13:00:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbO_
Hamilton,2025-03-16,13:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7ok0e
New York Yankees v Pittsburgh Pirates **Pinstripe Pass**,2025-03-16,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,30.0,30.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-v-pittsburgh-pirates-tampa-florida-03-16-2025/event/0D006134CB123EC4
Toronto Blue Jays vs. New York Yankees,2025-03-17,13:07:00,TD Ballpark,Dunedin,Florida,Baseball,MLB,Sports,Toronto Blue Jays,21.0,56.0,onsale,2024-11-19T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/toronto-blue-jays-vs-new-york-dunedin-florida-03-17-2025/event/0D00615DDF6E2D5A
Hamilton (Touring),2025-04-18,13:00:00,First Interstate Center for the Arts,Spokane,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,2024-11-18T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A71eoY
V-U2 An Immersive Concert Film at Sphere Las Vegas,2025-03-18,21:30:00,Sphere,Las Vegas,Nevada,Spectacular,Spectacular,Arts & Theatre,V-U2 An Immersive Concert Film at Sphere Las Vegas,78.0,173.0,offsale,,PROMOTED BY VENUE,https://www.ticketmaster.com/vu2-an-immersive-concert-film-at-las-vegas-nevada-03-18-2025/event/1700616B0FFD33BA
Hamilton (Touring),2025-03-18,19:30:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),59.0,269.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-18-2025/event/3A00615DB7D62E2C
Hamilton (NY),2025-03-18,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-18-2025/event/Z1r9uZrrZbpZ1Ave_ox
Harry Potter and the Cursed Child,2025-03-18,19:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-f
Hamilton (Touring),2025-03-18,19:30:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbOb
Hamilton,2025-03-18,19:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7ok0d
Harry Potter and the Cursed Child - Parts 1 & 2 Wed 14:00 & 19:00,2025-03-19,14:00:00,Palace Theatre,London,Unknown,Theatre,Drama,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,2024-07-18T11:00:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/17YYA-harry-potter-and-the-cursed-child/#perf=17YYA-64L&date=2025-03-19&time=2.00PM
Hamilton (Touring),2025-03-19,19:30:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),59.0,269.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-19-2025/event/3A00615DB7D82E3B
Hamilton (NY),2025-03-19,13:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-19-2025/event/Z1r9uZrrZbpZ1Ave_fZ
Hamilton (NY),2025-03-19,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-19-2025/event/Z1r9uZrrZbpZ1Ave_oN
Philadelphia Phillies vs. New York Yankees,2025-03-19,13:05:00,BayCare Ballpark,Clearwater,Florida,Baseball,MLB,Sports,Philadelphia Phillies,48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C4At
Harry Potter and the Cursed Child,2025-03-19,19:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-4
Utah Jazz vs. Washington Wizards,2025-03-19,19:00:00,Delta Center,Salt Lake City,Utah,Basketball,NBA,Sports,Utah Jazz,48.0,389.0,rescheduled,2024-08-15T19:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7CK73
Hamilton (Touring),2025-03-19,19:30:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbOx
Hamilton,2025-03-19,19:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7ok07
Hamilton,2025-03-19,13:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7ok0A
Hamilton (NY),2025-03-20,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-20-2025/event/Z1r9uZrrZbpZ1Ave_o0
Harry Potter and the Cursed Child,2025-03-20,19:00:00,Lyric Theatre - NY,New York,New York,Performance Art,Performance Art,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7C6-p
Baltimore Orioles vs. New York Yankees,2025-03-20,18:05:00,Ed Smith Stadium,Sarasota,Florida,Baseball,MLB,Sports,Baltimore Orioles,48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7CfC4
Hamilton (Touring),2025-03-20,19:30:00,Keller Auditorium,Portland,Oregon,Theatre,Musical,Arts & Theatre,Hamilton (Touring),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7kbON
Hamilton,2025-03-20,19:00:00,Richard Rodgers Theatre-NY,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,1900-01-01T18:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7ok0k
Vegas Golden Knights vs. Boston Bruins,2025-03-20,19:00:00,T-Mobile Arena,Las Vegas,Nevada,Hockey,NHL,Sports,Vegas Golden Knights,48.0,389.0,onsale,2024-07-02T16:00:00Z,Not Listed,https://www.ticketmaster.com/event/Z7r9jZ1A7u7Ft
Hockey East Semifinal,2025-03-20,16:00:00,TD Garden,Boston,Massachusetts,Hockey,College,Sports,Hockey East,33.0,86.0,onsale,2024-12-02T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/hockey-east-semifinal-boston-massachusetts-03-20-2025/event/01006179A2701E5C
Harry Potter and the Cursed Child - Parts 1 & 2 Fri 14:00 & 19:00,2025-03-21,14:00:00,Palace Theatre,London,Unknown,Theatre,Drama,Arts & Theatre,Harry Potter and the Cursed Child (NY),48.0,389.0,onsale,2024-07-18T11:00:00Z,Not Listed,https://theatre.ticketmaster.co.uk/book/17YYA-harry-potter-and-the-cursed-child/#perf=17YYA-64N&date=2025-03-21&time=2.00PM
Suite: Wizards vs Magic,2025-03-21,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,48.0,389.0,onsale,2024-09-24T14:00:00Z,PROMOTED BY VENUE,https://fevo-enterprise.com/event/2024257320240903-112227134
Hamilton (Touring),2025-03-21,19:30:00,Hobby Center,Houston,Texas,Theatre,Musical,Arts & Theatre,Hamilton (Touring),69.0,299.0,onsale,2024-11-21T16:00:00Z,DO NOT USE,https://www.ticketmaster.com/hamilton-touring-houston-texas-03-21-2025/event/3A00615DB7DB2E3E
Hamilton (NY),2025-03-21,19:00:00,Richard Rodgers Theatre,New York,New York,Theatre,Musical,Arts & Theatre,Hamilton (NY),48.0,389.0,onsale,2024-08-01T14:00:00Z,NEDERLANDER PRODUCTIONS,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-03-21-2025/event/Z1r9uZrrZbpZ1Ave_fY
